URL handle,Title,SKU,Option1 name,Option1 value,Tags
pyramid-glass-wine-decanter-56-8-fl-oz-1680-ml,"Pyramid Glass Wine Decanter, 56.8 fl oz (1680 mL)",20132,Title,Default Title,"Wine Decanter, Clear, Glass, Organic Modern, Scandinavian, Minimalist, Housewarming, Wedding, Hostess Gift, Entertaining, Dinner Party, Bar & Barware, Christmas, Thanksgiving, Wedding Season, Wine Night, The Dinner Party, The Well-Set Bar, Dishwasher safe; 56.8 fl oz (1680 mL) capacity, cat:bar-glassware, cat:new-arrivals, seg:the-full-table"
stainless-steel-splatter-screen-11-8-in,"Stainless Steel Splatter Screen, 11.8 in",20147,Title,Default Title,"Splatter Screen, Silver, Stainless steel, Minimalist, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Mother's Day, Father's Day, Wedding Season, Cooking Together, The Sunday Table, The Housewarming, 201 stainless steel; vented mesh helps reduce oil splatter while steam escapes., cat:kitchen, cat:new-arrivals"
stainless-steel-mini-mesh-strainer,Stainless Steel Mini Mesh Strainer,20148,Title,Default Title,"Mesh Strainer, Silver, Stainless steel, Minimalist, Scandinavian, Housewarming, Hostess Gift, Self-Gift, Coffee & Tea, Cooking & Baking, Everyday Use, Wedding Season, Graduation Season, The Tea Ritual, Cooking Together, The Host's Touch, 100% 201 stainless steel; dishwasher-safe, cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
stainless-steel-fine-mesh-strainer-5-5-in,"Stainless Steel Fine Mesh Strainer, 5.5 in",20149,Title,Default Title,"Fine Mesh Strainer, Silver, Stainless steel, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Coffee & Tea, Cooking & Baking, Thanksgiving, Christmas, Mother's Day, The Tea Ritual, Cooking Together, The Thoughtful Thank-You, 100% 201 stainless steel; dishwasher-safe., cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
stainless-steel-fine-mesh-strainer-7-9-in-20-cm,"Stainless Steel Fine Mesh Strainer, 7.9 in (20 cm)",20150,Title,Default Title,"Mesh Strainer, Silver, Stainless steel, Minimalist, Scandinavian, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Coffee & Tea, Wedding Season, Cooking Together, Recipes Worth Passing Down, The Host's Touch, 100% 201 stainless steel; dishwasher-safe; hanging loop for storage, cat:kitchen, cat:new-arrivals, seg:weeknight-ceremony"
stainless-steel-conical-kitchen-strainer-6-3-in,"Stainless Steel Conical Kitchen Strainer, 6.3 in",20151,Title,Default Title,"Conical Strainer, Silver, Stainless steel, Minimalist, Scandinavian, Housewarming, Hostess Gift, Thank-You, Cooking & Baking, Everyday Use, Entertaining, Thanksgiving, Cooking Together, The Dinner Party, The Host's Touch, Dishwasher-safe; 100% 201 stainless steel, cat:kitchen, cat:new-arrivals, seg:first-dinner-party"
stainless-steel-basket-strainer-9-8-in,"Stainless Steel Basket Strainer, 9.8 in",20152,Title,Default Title,"Basket Strainer, Silver, Stainless steel, Organic Modern, Minimalist, Classic/Heritage, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, The Sunday Table, The Housewarming, 100% 201 stainless steel; dishwasher-safe, cat:kitchen, cat:new-arrivals"
starfish-wood-door-stop-wedge,Starfish Wood Door Stop Wedge,20232,Title,Default Title,"Door Stop Wedge, Natural Wood, Natural, Gold, Wood, Aluminum, Coastal, Organic Modern, Wabi-Sabi, Housewarming, Hostess Gift, Thank-You, Everyday Use, Décor & Styling, Gifting, Open-Door Hospitality, The Housewarming, Objects with Stories, No installation required; wood wedge with aluminum starfish detail, cat:decor, cat:new-arrivals"
pietra-3-4-fl-oz-100-ml-porcelain-ramekin,Pietra 3.4 fl oz (100 mL) Porcelain Ramekin,20241,Title,Default Title,"Ramekin, Multicolor, Porcelain, PIETRA, Organic Modern, Wabi-Sabi, Minimalist, Housewarming, Wedding, Hostess Gift, Cooking & Baking, Serving, Entertaining, Thanksgiving, Christmas, Wedding Season, Cooking Together, The Host's Touch, The Dinner Party, Oven-safe porcelain; microwave- and dishwasher-safe, cat:tabletop, cat:new-arrivals, seg:the-full-table"
pietra-cube-porcelain-mini-plate-for-sauces,Pietra Cube Porcelain Mini Plate for Sauces,20244,Title,Default Title,"Dipping Plate, Multicolor, Porcelain, PIETRA, Organic Modern, Mediterranean, Wabi-Sabi, Housewarming, Hostess Gift, Thank-You, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, The Dinner Party, The Art of the Table, Hostess Gifts, Microwave-safe porcelain; dishwasher-safe on a regular or gentle cycle, cat:tabletop, cat:new-arrivals, seg:the-full-table"
batea-pietra-porcelain-mini-sauce-dish-2-5-fl-oz,"Batea Pietra Porcelain Mini Sauce Dish, 2.5 fl oz",20246,Title,Default Title,"Mini Sauce Dish, Brown, Porcelain, PIETRA, Organic Modern, Mediterranean, Wabi-Sabi, Housewarming, Hostess Gift, Just Because, Everyday Use, Serving, Entertaining, Thanksgiving, Christmas, The Art of the Table, The Host's Touch, Everyday Celebrations, Microwave-safe porcelain; dishwasher-safe for daily care, cat:tabletop, cat:new-arrivals, seg:the-full-table"
galeon-pietra-small-porcelain-bowl-for-sauces,Galeon Pietra Small Porcelain Bowl for Sauces,20247,Title,Default Title,"Small Bowl, Brown, Gray, Porcelain, PIETRA, Organic Modern, Mediterranean, Wabi-Sabi, Housewarming, Hostess Gift, Thank-You, Everyday Use, Entertaining, Serving, Thanksgiving, Christmas, Wedding Season, The Dinner Party, The Sunday Table, The Host's Touch, Microwave-safe porcelain; dishwasher-safe., cat:tabletop, cat:new-arrivals, seg:the-full-table"
gray-silicone-glass-and-bottle-cleaning-brush,Gray Silicone Glass and Bottle Cleaning Brush,20451,Title,Default Title,"Bottle Brush, Gray, Polypropylene, Silicone, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Coffee & Tea, Bar & Barware, Wedding Season, The Coffee Ritual, The Tea Ritual, Open-Door Hospitality, Non-abrasive silicone bristles; long polypropylene handle., cat:bath, cat:new-arrivals, seg:weeknight-ceremony"
gray-silicone-spatula-for-nonstick-cookware,Gray Silicone Spatula for Nonstick Cookware,20453,Title,Default Title,"Silicone Spatula, Gray, Silicone, SILICONA GRIS, Minimalist, Scandinavian, Organic Modern, Housewarming, Thank-You, Hostess Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Mother's Day, Father's Day, Cooking Together, The Sunday Table, Open-Door Hospitality, Dishwasher-safe silicone; safe for nonstick cookware; heat-resistant., cat:kitchen, cat:new-arrivals"
gray-silicone-cooking-spoon,Gray Silicone Cooking Spoon,20454,Title,Default Title,"Cooking Spoon, Gray, Silicone, SILICONA GRIS, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, The Sunday Table, Open-Door Hospitality, Heat-resistant silicone; dishwasher-safe, cat:kitchen, cat:new-arrivals"
gray-silicone-pasta-spoon,Gray Silicone Pasta Spoon,20455,Title,Default Title,"Pasta Spoon, Gray, Silicone, SILICONA GRIS, Minimalist, Scandinavian, Japandi, Housewarming, Hostess Gift, Self-Gift, Cooking & Baking, Everyday Use, Gifting, Wedding Season, Mother's Day, Christmas, Cooking Together, The Sunday Table, Hostess Gifts, Heat-resistant silicone; dishwasher-safe; safe for nonstick cookware., cat:kitchen, cat:new-arrivals"
gray-silicone-baking-spatula,Gray Silicone Baking Spatula,20456,Title,Default Title,"Baking Spatula, Gray, Silicone, SILICONA GRIS, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Just Because, Everyday Use, Cooking & Baking, Gifting, Wedding Season, Cooking Together, Weekend Brunch, Recipes Worth Passing Down, Dishwasher-safe; safe for nonstick cookware; high-heat-resistant silicone., cat:kitchen, cat:new-arrivals"
gray-silicone-pastry-brush-for-nonstick-cookware,Gray Silicone Pastry Brush for Nonstick Cookware,20457,Title,Default Title,"Pastry Brush, Gray, Silicone, SILICONA GRIS, Organic Modern, Scandinavian, Minimalist, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Thanksgiving, Christmas, Wedding Season, Cooking Together, Weekend Brunch, The Sunday Table, Dishwasher-safe; safe for nonstick cookware; heat-resistant silicone, cat:kitchen, cat:new-arrivals"
borosilicate-glass-food-storage-container-gray-12-8-oz,"Borosilicate Glass Food Storage Container, Gray, 12.8 oz",20461,Title,Default Title,"Food Storage Container, Clear, Glass, Polypropylene, Silicone, CONTENEDORES DE BOROSILICATO, Minimalist, Scandinavian, Organic Modern, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Entertaining, Thanksgiving, Cooking Together, The Sunday Table, Open-Door Hospitality, Borosilicate glass; oven-safe to 752°F (400°C); airtight silicone-sealed lid, cat:kitchen, cat:new-arrivals"
borosilicate-glass-food-storage-container-with-gray-lid,Borosilicate Glass Food Storage Container with Gray Lid,20462,Title,Default Title,"Glass Food Storage Container, Clear, Glass, Polypropylene, Silicone, CONTENEDORES DE BOROSILICATO, Organic Modern, Minimalist, Scandinavian, Housewarming, Hostess Gift, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Thanksgiving, Cooking Together, The Overnight Guest, The Host's Touch, Airtight lid; oven safe up to 752°F (400°C); microwave- and dishwasher-safe, cat:kitchen, cat:new-arrivals"
borosilicate-food-storage-container-with-gray-locking-lid,Borosilicate Food Storage Container with Gray Locking Lid,20463,Title,Default Title,"Food Storage Container, Clear, Glass, Polypropylene, Silicone, CONTENEDORES DE BOROSILICATO, Minimalist, Scandinavian, Organic Modern, Housewarming, Thank-You, Hostess Gift, Everyday Use, Cooking & Baking, Gifting, Thanksgiving, Christmas, Wedding Season, Cooking Together, The Sunday Table, Recipes Worth Passing Down, Airtight silicone-sealed lid; oven-, microwave-, and dishwasher-safe, cat:kitchen, cat:new-arrivals"
borosilicate-glass-food-storage-container-with-gray-lid-50-7-fl-oz-1-5-l,"Borosilicate Glass Food Storage Container with Gray Lid, 50.7 fl oz (1.5 L)",20464,Title,Default Title,"Food Storage Container, Clear, Glass, Polypropylene, Silicone, CONTENEDORES DE BOROSILICATO, Minimalist, Scandinavian, Organic Modern, Housewarming, Wedding, Self-Gift, Everyday Use, Cooking & Baking, Gifting, Thanksgiving, Cooking Together, The Overnight Guest, Open-Door Hospitality, Oven safe to 752°F (400°C); microwave- and dishwasher-safe; airtight silicone seal., cat:kitchen, cat:new-arrivals, seg:the-first-kitchen"
gray-compact-dish-drainer-with-utensil-holder,Gray Compact Dish Drainer with Utensil Holder,20506,Title,Default Title,"Dish Drainer, Gray, Aluminum, Polypropylene, Minimalist, Scandinavian, Japandi, Housewarming, Wedding, Self-Gift, Everyday Use, Coffee & Tea, Gifting, Wedding Season, Slow Mornings, The Overnight Guest, The Housewarming, Dishwasher-safe; 15.4 lb (7 kg) capacity; compact footprint with utensil holder, cat:kitchen, cat:new-arrivals, seg:the-first-kitchen"
ivory-paraffin-decorative-candle,Ivory Paraffin Decorative Candle,20575,Title,Default Title,"Scented Candle, Ivory, Paraffin, Plastic, Organic Modern, Minimalist, Wabi-Sabi, Housewarming, Hostess Gift, Just Because, Décor & Styling, Entertaining, Gifting, Christmas, Thanksgiving, Wedding Season, Slow Evenings, Candlelit Dinners, The Host's Touch, Ivory paraffin wax for indoor decorative use; compact scale for trays and candleholders., cat:home-fragrance, cat:new-arrivals"
calma-ivory-paraffin-pillar-candle,Calma Ivory Paraffin Pillar Candle,20576,Title,Default Title,"Pillar Candle, Ivory, Paraffin, Plastic, Organic Modern, Minimalist, Wabi-Sabi, Housewarming, Hostess Gift, Just Because, Décor & Styling, Entertaining, Gifting, Christmas, Thanksgiving, Slow Evenings, Candlelit Dinners, The Host's Touch, Ivory paraffin wax; compact 4.9 in (12.5 cm) height for small surfaces, cat:home-fragrance, cat:new-arrivals"
calma-ivory-scented-candle-set-6-pieces,"Calma Ivory Scented Candle Set, 6 Pieces",20577,Title,Default Title,"Scented Candle, Ivory, Organic Modern, Scandinavian, Minimalist, Housewarming, Thank-You, Hostess Gift, Everyday Use, Entertaining, Gifting, Christmas, Thanksgiving, Wedding Season, Slow Evenings, Candlelit Dinners, Hostess Gifts, Six-piece scented candle set; ivory wax; boxed for gifting and storage, cat:home-fragrance, cat:gifts, cat:new-arrivals, seg:someone-in-mind"
ivory-taper-candles-set-of-2,"Ivory Taper Candles, Set of 2",20578,Title,Default Title,"Taper Candle, Ivory, Paraffin, Plastic, Classic/Heritage, Minimalist, Organic Modern, Housewarming, Hostess Gift, Thank-You, Entertaining, Dinner Party, Décor & Styling, Christmas, Thanksgiving, Wedding Season, Candlelit Dinners, The Dinner Party, The Host's Touch, Ivory paraffin taper pair; boxed set of 2, cat:home-fragrance, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
mini-bamboo-serving-board-with-handle,Mini Bamboo Serving Board with Handle,20724,Title,Default Title,"Serving Board, Carbonizado, Bamboo, BAMBU, Organic Modern, Japandi, Minimalist, Housewarming, Hostess Gift, Thank-You, Entertaining, Serving, Gifting, Thanksgiving, Christmas, Wedding Season, Cocktail Hour, The Dinner Party, Hostess Gifts, 100% bamboo; compact handled shape for small portions and easy passing, cat:tabletop, cat:new-arrivals, seg:someone-in-mind, seg:the-full-table"
line-16-piece-stainless-steel-flatware-set,Line 16-Piece Stainless Steel Flatware Set,20735,Title,Default Title,"Flatware Set, Silver, Stainless steel, LINE, Minimalist, Scandinavian, Organic Modern, Housewarming, Wedding, Hostess Gift, Everyday Use, Entertaining, Dinner Party, Wedding Season, Thanksgiving, Christmas, The Sunday Table, The Dinner Party, Everyday Celebrations, Dishwasher-safe stainless steel; satin finish; complete service for 4, cat:tabletop, cat:gifts, cat:new-arrivals, seg:first-dinner-party"
crystal-balloon-wine-glasses-22-0-fl-oz-650-ml-set-of-2,"Crystal Balloon Wine Glasses, 22.0 fl oz (650 mL), Set of 2",20919,Title,Default Title,"Balloon Wine Glass, Clear, Cristal, CRISTAL CLASICO, Classic/Heritage, Minimalist, Housewarming, Hostess Gift, Wedding, Cocktail Hour, Bar & Barware, Entertaining, New Year, Wedding Season, The Nightcap, The Well-Set Bar, Crystal construction; large 22.0 fl oz (650 mL) balloon bowl., cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:season-opener"
gala-crystal-stemless-wine-tumblers-set-of-2,"Gala Crystal Stemless Wine Tumblers, Set of 2",20920,Title,Default Title,"Stemless Wine Glass, Clear, Cristal, CRISTAL CLASICO, Minimalist, Scandinavian, Organic Modern, Housewarming, Wedding, Hostess Gift, Entertaining, Bar & Barware, Everyday Use, Christmas, Thanksgiving, Wedding Season, Wine Night, The Dinner Party, The Well-Set Bar, Dishwasher-safe crystal; stem-free rounded bowl helps preserve aroma, cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:the-full-table"
giotto-crystal-highball-glasses-set-of-2,"Giotto Crystal Highball Glasses, Set of 2",20921,Title,Default Title,"Highball Glasses, Clear, Cristal, GIOTTO, Minimalist, Bauhaus, Mid-Century, Housewarming, Wedding, Hostess Gift, Everyday Use, Cocktail Hour, Bar & Barware, Wedding Season, Christmas, The Well-Set Bar, Hostess Gifts, 100% crystal with clear straight-line detailing; generous 14.5 fl oz (430 mL) capacity, cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:season-opener, seg:the-first-kitchen"
giotto-crystal-short-tumbler-glasses-set-of-2,"Giotto Crystal Short Tumbler Glasses, Set of 2",20922,Title,Default Title,"Short Tumbler, Clear, Cristal, GIOTTO, Minimalist, Classic/Heritage, Organic Modern, Housewarming, Hostess Gift, Wedding, Cocktail Hour, Bar & Barware, Gifting, New Year, Father's Day, Wedding Season, The Nightcap, The Well-Set Bar, 100% crystal; 11.2 fl oz (330 mL) each; set of 2, cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:season-opener"
gala-clear-crystal-shot-glasses-set-of-2,"Gala Clear Crystal Shot Glasses, Set of 2",20923,Title,Default Title,"Shot Glass, Clear, Cristal, CRISTAL CLASICO, Minimalist, Classic/Heritage, Bauhaus, Housewarming, Hostess Gift, Birthday, Bar & Barware, Cocktail Hour, Entertaining, New Year, Father's Day, Wedding Season, The Nightcap, The Well-Set Bar, 100% crystal; clear 2 fl oz (60 mL) capacity; set of 2, cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:season-opener"
vega-crystal-red-wine-glasses-22-fl-oz-set-of-2,"Vega Crystal Red Wine Glasses, 22 fl oz, Set of 2",20924,Title,Default Title,"Red Wine Glass, Clear, Cristal, VEGA, Minimalist, Classic/Heritage, Organic Modern, Housewarming, Wedding, Hostess Gift, Bar & Barware, Entertaining, Gifting, Wedding Season, Wine Night, The Well-Set Bar, Hostess Gifts, Dishwasher-safe 100% crystal; silver rim, cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:season-opener"
crystal-red-wine-glasses-27-1-fl-oz-800-ml-set-of-2,"Crystal Red Wine Glasses, 27.1 fl oz (800 mL), Set of 2",20925,Title,Default Title,"Red Wine Glasses, Clear, Cristal, CRISTAL CLASICO, Minimalist, Classic/Heritage, Organic Modern, Housewarming, Wedding, Hostess Gift, Entertaining, Bar & Barware, Gifting, Thanksgiving, Christmas, Wedding Season, Wine Night, The Dinner Party, The Well-Set Bar, Dishwasher-safe crystal; straight-cut rim designed for red wine., cat:bar-glassware, cat:gifts, cat:new-arrivals, seg:first-dinner-party, seg:season-opener, seg:the-full-table"
